trade_id,pair,entry_time,bars_held,final_r,mfe_r,mae_r
NZD_CAD_2010-09-14T20:00:00,NZD_CAD,2010-09-15T00:00:00,5,-1.0103021352950083,0.4871438260925587,-1.2509735715368202
NZD_CAD_2015-08-25T20:00:00,NZD_CAD,2015-08-26T00:00:00,19,-1.013227723168243,0.3146053077852552,-1.0117420693548718
NZD_CAD_2017-11-30T00:00:00,NZD_CAD,2017-11-30T04:00:00,8,-1.011428927197712,0.6220601803321626,-1.093911603208802
NZD_CAD_2017-11-30T20:00:00,NZD_CAD,2017-12-01T00:00:00,3,-1.012687284397446,0.5165537218956868,-1.192604733359162
NZD_CAD_2019-01-04T20:00:00,NZD_CAD,2019-01-07T00:00:00,10,-1.0110730145447084,0.2148164821672599,-1.129447483559788
NZD_CHF_2011-11-01T08:00:00,NZD_CHF,2011-11-01T12:00:00,7,-1.005137700180073,0.5092031734030987,-1.374620225958128
NZD_CHF_2013-05-07T04:00:00,NZD_CHF,2013-05-07T08:00:00,4,-1.007532981381528,0.503203156285733,-1.4523588103576175
NZD_CHF_2016-05-02T04:00:00,NZD_CHF,2016-05-02T08:00:00,6,-1.008870502746385,0.2528093282721603,-1.1088128432989484
NZD_CHF_2021-04-05T16:00:00,NZD_CHF,2021-04-05T20:00:00,5,-1.0043368318742478,0.2027468901209618,-1.0397554418502577
NZD_CHF_2025-03-20T00:00:00,NZD_CHF,2025-03-20T04:00:00,14,-1.0077489168442169,0.0904040298492196,-1.074516469064773
NZD_JPY_2018-02-02T20:00:00,NZD_JPY,2018-02-05T00:00:00,5,-1.003228491882723,0.3276919260962871,-1.8257121596794388
NZD_JPY_2021-06-28T16:00:00,NZD_JPY,2021-06-28T20:00:00,4,-1.0019596777585464,0.2390806865408968,-1.2757502208043152
NZD_JPY_2022-02-11T04:00:00,NZD_JPY,2022-02-11T08:00:00,3,-1.001627526093697,0.849568620905962,-1.051381856523489
NZD_USD_2010-05-11T20:00:00,NZD_USD,2010-05-12T00:00:00,17,-1.019956947102144,0.3711992160998751,-1.0128150654337829
NZD_USD_2010-11-22T04:00:00,NZD_USD,2010-11-22T08:00:00,8,-1.0172549716707209,0.5245511387900699,-1.619666674158807
