fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
4,2023-06-09,1,11521.43263,11632.80304,11521.43263,0,0,0,111.3704106,1187
4,2023-07-06,1,11955.85895,12126.95848,11955.85895,0,0,0,171.0995333,1211
4,2023-06-28,1,11818.96857,11955.85895,11818.96857,0,0,0,136.8903754,1208
4,2023-08-01,2,12099.07786,12208.71832,12099.07786,0,0,0,109.6404542,"1232,1233"
4,2023-07-13,1,12126.95848,12222.30515,12126.95848,0,0,0,95.34667091,1216
4,2023-08-23,1,12208.71832,12308.4206,12208.71832,0,0,0,99.70228314,1240
4,2023-08-24,1,12308.4206,12391.44314,12308.4206,0,0,0,83.02253606,1256
4,2023-09-04,1,12390.30141,12504.74118,12390.30141,0,0,0,114.4397747,1252
4,2023-09-27,1,12504.74118,12587.04313,12504.74118,0,0,0,82.30194515,1288
5,2024-03-06,1,11161.89293,11161.89293,11045.15863,1.045828893,1.045828893,1.045828893,-116.7343013,1453
5,2023-12-28,2,10621.31149,10621.31149,10512.87382,1.020944286,1.020944286,1.020944286,-108.4376728,"1384,1386"
5,2024-06-03,1,12423.53362,12423.53362,12296.82484,1.019909397,1.019909397,1.019909397,-126.7087869,1530
5,2023-12-29,1,10512.87382,10512.87382,10405.95538,1.017023841,1.017023841,1.017023841,-106.9184331,1379
5,2023-11-16,1,10561.0024,10561.0024,10454.18102,1.011470084,1.011470084,1.011470084,-106.8213799,1333
5,2023-12-15,1,10399.8594,10399.8594,10295.14191,1.006912488,1.006912488,1.006912488,-104.717483,1369
5,2023-12-13,2,10484.01664,10505.56497,10399.8594,1.006186486,0.8027194584,1.006186486,-84.15724158,"1356,1362"
5,2024-06-26,2,12405.82354,12661.03747,12405.82354,0.02564076798,0,0.02564076798,251.9675452,"1554,1558"
5,2024-01-25,1,11017.00986,11017.00986,11015.88586,0.0102023805,0.0102023805,0.0102023805,-1.123997265,1410
5,2023-10-09,3,10038.82664,10158.00062,10037.88177,0.009412081448,0.009412081448,0.009412081448,119.1739863,"1302,1299,1303"
5,2023-10-13,1,10158.00062,10376.04292,10158.00062,0,0,0,218.0422922,1295
5,2023-12-19,1,10295.14191,10336.66357,10295.14191,0,0,0,41.52165728,1375
5,2023-12-12,1,10454.18102,10484.01664,10454.18102,0,0,0,29.83561491,1355
5,2023-11-01,1,10446.8176,10561.0024,10446.8176,0,0,0,114.1847985,1328
5,2023-10-25,1,10376.04292,10446.8176,10376.04292,0,0,0,70.7746893,1315
5,2023-10-06,1,10000,10038.82664,10000,0,0,0,38.82663647,1297
5,2024-01-15,1,10782.88836,10820.32409,10782.88836,0,0,0,37.43572594,1392
