feature,importance,importance_std,fold,classifier,cluster_id
spread_percentile_100,-6.89383494189455e-05,0.00011899789219611417,2,lgbm,0
spread_vs_trailing_100,-0.00010833169194404135,0.00026315519432512196,2,lgbm,0
swing_high_distance_14,-6.89383494189455e-05,0.0001060698209008428,2,lgbm,0
swing_low_distance_14,0.00011818002757535417,0.00017781632938023182,2,lgbm,0
w1_close_slope_sign,0.0016348237147921995,7.2370191336943e-05,2,lgbm,0
atr_14,0.0032794957652156455,0.00047700929833808126,3,lgbm,0
atr_percentile_100,0.0003939334252511362,0.00012840658666932666,3,lgbm,0
atr_vs_trailing_100,0.0003348434114634591,0.00020516709332282665,3,lgbm,0
d1_atr_percentile_100,0.001940122119361809,0.00042882688708047477,3,lgbm,0
d1_close_slope_magnitude,0.0025802639353948997,0.0005336307734545619,3,lgbm,0
d1_close_slope_sign,8.863502068148232e-05,0.00016301896156439158,3,lgbm,0
day_of_week,0.002127240496356131,0.0004364490802868088,3,lgbm,0
