trade_id,local_peaks_count,monotonicity_ratio_in_profit
2090,1,0.3333333333333333
2091,12,0.5042735042735043
2092,10,0.5166666666666667
2093,0,0.0
2094,2,0.8
2095,1,0.5
2096,12,0.52
2097,6,0.4523809523809524
2098,25,0.5378151260504201
2099,12,0.5384615384615384
21,12,0.48
210,1,0.3333333333333333
2100,27,0.5656565656565656
2101,1,0.5
2102,0,
2103,16,0.48672566371681414
2104,3,0.75
2105,1,
2106,7,0.5151515151515151
2107,10,0.48484848484848486
2108,0,
2109,3,0.5
211,10,0.494949494949495
2110,9,0.5522388059701493
2111,15,0.5405405405405406
2112,22,0.49122807017543857
2113,5,0.5384615384615384
2114,3,0.6153846153846154
2115,2,0.5714285714285714
2116,1,1.0
2117,34,0.5932203389830508
2118,26,0.5565217391304348
2119,4,0.5333333333333333
212,28,0.5966386554621849
2120,2,1.0
2121,0,0.0
2122,2,0.25
2123,2,1.0
2124,13,0.5333333333333333
2125,18,0.5333333333333333
2126,0,
2127,28,0.575
2128,0,
2129,26,0.5470085470085471
213,5,0.6666666666666666
2130,41,0.6218487394957983
2131,0,0.0
2132,0,
2133,11,0.4857142857142857
2134,2,0.4166666666666667
2135,0,0.3
2136,2,1.0
2137,1,
2138,26,0.5423728813559322
2139,2,0.75
214,4,0.5714285714285714
2140,9,0.4895833333333333
2141,24,0.559322033898305
2142,2,0.5
2143,3,0.4
2144,0,
2145,5,0.475
2146,3,0.5714285714285714
2147,16,0.5172413793103449
2148,12,0.6060606060606061
2149,8,0.7142857142857143
215,15,0.5304347826086957
2150,0,
