trade_id,pair,monotonicity_ratio_in_profit,local_peaks_count,pullback_magnitude_median,time_to_peak_mfe_relative
346,USD_CHF,0.5444444444,12,0.4638504725,0.3578947368
347,GBP_CHF,0.5505617978,8,0.393617921,0.3296703297
348,CAD_CHF,0.75,2,0.6563494638,0.7
349,NZD_CHF,0,0,0,0
350,EUR_AUD,0.6666666667,4,0.5408109612,0.5294117647
351,AUD_JPY,0.4736842105,7,0.1735152791,0.2833333333
352,CAD_JPY,0.3636363636,4,0.1209449442,0.1612903226
353,EUR_USD,0.5,3,0.8482441774,0.5862068966
354,GBP_JPY,0.3636363636,3,0.1387769335,0.1481481481
355,NZD_CHF,0.5178571429,13,0.4218820144,0.8285714286
356,AUD_USD,0.5909090909,6,0.4252399951,0.4848484848
357,CAD_CHF,0.5526315789,4,0.9674203967,0.5762711864
358,AUD_CHF,0.5,9,0.3007020297,0.4222222222
359,GBP_USD,0,1,0,0.125
360,NZD_USD,0.55,6,0.3488271631,0.52
361,NZD_CAD,0.4952380952,18,0.6446104595,0.4315352697
362,AUD_CAD,0.6,3,0.2335618076,0.2941176471
363,NZD_JPY,0,2,0.1345867906,0.5
364,EUR_GBP,0.5,3,0.9879363625,0.6388888889
365,EUR_AUD,0.4705882353,5,0.4251317107,0.4814814815
366,EUR_CAD,0.75,6,0,0.75
367,GBP_CAD,0,2,0,0.5
368,USD_JPY,0.25,7,0.1417544155,0.3913043478
369,CAD_JPY,0.3333333333,2,0,0.3888888889
370,CHF_JPY,0.5,1,0,0.4705882353
371,NZD_USD,0.5555555556,4,0,0.380952381
372,AUD_USD,0.5714285714,4,0.2002780849,0.4
373,AUD_CHF,0.5,2,0,0.5
374,NZD_JPY,0,1,0,0.25
375,GBP_JPY,0,0,0,0
376,GBP_USD,0,0,0,0
377,GBP_CAD,0.5439330544,13,0.99124105,0.8174273859
378,EUR_CAD,0,1,0,0
379,EUR_GBP,0,0,0,0
380,GBP_AUD,0.525,36,0.542437272,0.7883817427
381,EUR_AUD,0.5439330544,17,0.453533151,0.7717842324
382,EUR_NZD,0.4117647059,2,0.3233872295,0.1739130435
383,GBP_NZD,0.4583333333,8,0.6885719489,0.4736842105
384,EUR_USD,0.5,3,0,0.3888888889
385,CHF_JPY,0.4166666667,7,0.238663799,0.3142857143
386,GBP_USD,0.6315789474,3,0,0.09375
387,AUD_JPY,1,2,0,0.1333333333
388,USD_JPY,0.5714285714,7,0,0.5
389,CAD_JPY,0,1,0,0.09090909091
390,EUR_JPY,0,0,0,0
391,GBP_JPY,0,0,0,0
392,NZD_CHF,0,1,0,0.1818181818
393,NZD_JPY,0,0,0,0
394,GBP_CHF,0,0,0,0
395,CAD_CHF,0,0,0,0
396,NZD_USD,0,1,0,0
397,AUD_CAD,0,2,1.076201,0.6086956522
398,EUR_CAD,0.5283018868,8,0.6203002194,0.1428571429
399,EUR_CHF,0,0,0,0
400,USD_JPY,0,0,0,0
401,EUR_GBP,0.4090909091,7,0.2595021882,0.275
402,EUR_NZD,0.3636363636,4,0.2521541306,0.2380952381
403,GBP_NZD,0,0,0,0
404,AUD_JPY,0.4777777778,6,0.3508820234,0.125
405,CHF_JPY,0.4657534247,12,0.378731979,0.1950207469
406,GBP_JPY,0.5175438596,15,0.337334501,0.153526971
407,NZD_JPY,0.495412844,15,0.6543578234,0.798245614
408,AUD_USD,0.4933333333,9,0.7967176573,0.5267857143
409,CAD_JPY,0.5238095238,6,0.3597586829,0.7592592593
410,NZD_USD,0.5104166667,10,0.2952034231,0.5175438596
411,AUD_CHF,0.625,3,0.4593516429,0.3
412,NZD_CHF,0.4,3,0.0281438935,0.2222222222
413,USD_JPY,1,1,0,0.08333333333
414,EUR_JPY,0,0,0,0
415,EUR_USD,0.5111111111,12,0.337285364,0.4074074074
416,GBP_USD,0.45,10,0.3727599845,0.2291666667
417,GBP_NZD,0.4516129032,6,0.329984888,0.2285714286
418,EUR_NZD,0.5185185185,4,0.3508337538,0.2121212121
419,AUD_CAD,0,1,0,0.25
420,GBP_CHF,0,1,0,0.08333333333
421,AUD_CHF,0,0,0,0
422,NZD_CHF,0.5283018868,16,0.3282332082,0.6071428571
423,GBP_CHF,0.4222222222,16,0.3345908855,0.5925925926
424,EUR_JPY,0,1,0,0
425,USD_CHF,0.5333333333,26,0.339942497,0.9709543568
426,AUD_CHF,0.4074074074,10,0.4952699773,0.5142857143
427,CAD_CHF,0.5172413793,13,0.2276572081,0.6388888889
428,EUR_CHF,0.6206896552,17,0.203697578,0.75
429,GBP_NZD,0.4,2,0.9448875987,0.4705882353
430,AUD_NZD,0,0,0,0
431,EUR_NZD,0,0,0,0
432,CAD_JPY,0.5294117647,5,0.097784282,0.2727272727
433,USD_JPY,0.8,4,0.1074579479,0.25
434,EUR_JPY,0,0,0,0
435,EUR_GBP,0.5,24,0.8812790966,0.8423236515
436,EUR_CAD,0.4926108374,15,1.176620806,0.1414634146
437,EUR_USD,0.2,0,0,0
438,EUR_NZD,0.5,11,0.6743714665,0.2988505747
439,USD_CAD,0.5194805195,17,0.898135006,0.2738095238
440,GBP_NZD,0.4545454545,5,0.1868942379,0.4193548387
441,AUD_NZD,0,0,0,0
442,AUD_CAD,1,4,0,0.5
443,NZD_CAD,0,1,0,0.1428571429
444,USD_JPY,0,0,0,0
445,EUR_JPY,0.5360824742,15,0.428350078,0.4285714286
446,EUR_USD,0.4423076923,17,0.5703531505,0.4322033898
447,NZD_CHF,0.5732217573,33,0.337118463,0.9917012448
448,AUD_CHF,0.5462184874,31,0.5062904332,0.9958506224
449,AUD_CAD,0.5286624204,22,0.752763702,0.328125
450,AUD_JPY,0,0,0,0
451,NZD_CAD,0.5486111111,25,0.4899067195,0.4166666667
452,NZD_JPY,0.5657894737,37,0.459092199,0.9958506224
453,AUD_USD,0,0,0,0
454,CAD_JPY,0,1,0,0.3333333333
455,GBP_CHF,0.5338345865,26,0.6613681305,0.6711409396
456,GBP_USD,0,0,0,0
457,NZD_USD,0.4538461538,13,0.344841043,0.277027027
458,EUR_CHF,0.5061728395,22,0.57591711,0.5625
459,USD_JPY,0,2,0,0
460,CAD_CHF,1,0,0,0
461,CAD_JPY,0.44,4,0.9842746671,0.5135135135
462,AUD_JPY,0.5087719298,9,0.5201091192,0.2923076923
463,AUD_USD,0.4745762712,8,0.3700077681,0.2432432432
464,GBP_USD,0.4090909091,6,0.2393987458,0.5135135135
465,USD_JPY,1,1,0,0.07692307692
466,CAD_CHF,0,2,0.01265331679,0.5
467,GBP_NZD,0.5033557047,14,1.182881559,0.7055555556
468,EUR_AUD,0.5,14,1.000116907,0.5446428571
469,USD_CAD,0.4786324786,9,0.690178616,0.3984962406
470,USD_JPY,0.4444444444,3,0.0872661075,0.3076923077
471,GBP_AUD,0.4958677686,18,0.6590181841,0.3496503497
472,GBP_CAD,0.5079365079,6,1.051175782,0.7428571429
473,GBP_USD,0,0,0,0
474,CAD_CHF,0,0,0,0
475,USD_JPY,0,1,0,0
476,EUR_NZD,0.5,1,0,0.2
477,CAD_CHF,0.4,1,0,0.4166666667
478,GBP_JPY,1,1,0,0.4
479,AUD_JPY,0,0,0,0
480,CAD_JPY,0,0,0,0
481,EUR_NZD,0,0,0,0
482,AUD_NZD,0,0,0,0
483,CHF_JPY,0.5381355932,47,0.7145055279,0.7095435685
484,CAD_JPY,0.5672268908,42,0.546105202,0.5062240664
485,USD_JPY,0.575,41,0.7352425425,0.9709543568
486,AUD_JPY,0.5708333333,41,0.511113973,0.489626556
487,AUD_USD,0.6,3,0,0.12
488,CAD_CHF,0.5420168067,21,0.7214501147,0.468879668
489,EUR_JPY,0.5585585586,40,0.507582612,0.468879668
490,GBP_JPY,0.4705882353,8,0.1353918128,0.64
491,GBP_USD,0,0,0,0
492,AUD_NZD,0.4675925926,34,0.357153543,0.2948717949
493,EUR_NZD,0.4166666667,5,0.3946733065,0.25
494,GBP_USD,0.5460992908,16,0.6557246325,0.5302013423
495,AUD_USD,0.4974358974,25,0.5173154591,0.5159817352
496,NZD_USD,0.6,4,0.1614827123,0.3125
497,EUR_USD,0.5,0,0,0
498,GBP_JPY,0.5836909871,29,0.358508338,0.2863070539
499,GBP_CHF,0.4516129032,9,0.8820065383,0.6
500,EUR_NZD,0,0,0,0
501,EUR_USD,0,1,0,0
502,USD_CHF,0,0,0,0
503,NZD_USD,0.506097561,18,0.2699917375,0.1775147929
504,EUR_USD,0,0,0,0
505,NZD_CAD,0.4676616915,21,0.411903288,0.4724770642
506,GBP_CAD,0,0,0,0
507,EUR_AUD,0,0,0,0
508,USD_CAD,0,0,0,0
509,EUR_CAD,0.7,5,0.7072214633,0.976744186
510,GBP_AUD,0,0,0,0
511,AUD_CAD,0.5,15,0.3349510901,0.3894736842
512,EUR_CHF,0,1,0,0.25
513,EUR_USD,0.5,4,0.1898111522,0.2857142857
514,EUR_NZD,0,0,0,0
515,EUR_GBP,0.5,1,0,0.1
516,AUD_CHF,0.4615384615,4,0.5370483206,0.2666666667
517,USD_CAD,1,5,0.1221582262,0.9166666667
518,NZD_CHF,1,2,0,0.25
519,NZD_JPY,0.6666666667,1,0,0.125
520,EUR_CHF,0,0,0,0
521,USD_CHF,0,0,0,0
522,EUR_USD,0.5,0,0,0
523,EUR_GBP,0.5757575758,10,0.18787594,0.417721519
524,EUR_AUD,0,0,0,0
525,EUR_NZD,0,0,0,0
526,USD_CAD,0.552173913,44,0.6555670368,0.8921161826
527,NZD_JPY,0.25,3,0,0.375
