pair,entry_date,exit_date,entry_price,exit_price,sl_price,trail_active,exit_reason,classification,bars_held,net_pnl,r_multiple,spread_pips_used,sl_distance_atr,d1_dist_ratio,d1_close_in_range,h1_last_bar_close_in_range,mae_final,mfe_final,mae_at_bar_3,mfe_at_bar_3,mae_at_bar_6,mfe_at_bar_6,first_bar_dir,kh13_mae_at_check,kh13_mfe_at_check,kh13_triggered,kh14_triggered,kh14_state2,atr_sized_down,trade_type,original_entry_price_ref,signal_spread_pips,spread_ratio,atr_abs,atr_ratio,d1_kijun_slope,session,concurrent_signals
EUR_CAD,2019-06-25 20:00:00,2019-06-26 08:00:00,1.49652,1.49698,1.490107,False,kijun_d1,WIN,2,4.0544,0.0717,2.0,2.0,0.21294010662104954,0.3441955193482647,0.23484848484851162,0.1747,0.5177,0.1747,0.5177,0.1747,0.5177,1,,,False,False,False,False,original,,1.2,0.6,0.003206,1.02,False,newyork,0
AUD_CAD,2019-07-17 08:00:00,2019-07-18 04:00:00,0.91509,0.91498,0.911522,False,kijun_d1,LOSS,4,-6.4458,-0.0308,1.2,2.0,0.2548050727795896,0.5641711229946559,0.08823529411757022,0.4988,0.5157,0.4988,0.5157,0.4988,0.5157,-1,0.4988,0.5157,False,False,True,False,original,,1.1,0.47,0.001784,0.92,False,london,0
CHF_JPY,2019-07-24 00:00:00,2019-07-25 12:00:00,109.71,109.328764,109.328764,False,stoploss,LOSS,8,-102.623,-1.0,1.0,2.0,0.6683884776525465,0.403458213256476,0.125,2.9798,0.8709,1.726,0.2308,1.726,0.8551,-1,1.726,0.2308,True,True,True,False,original,,1.3,1.18,0.190618,0.97,False,tokyo,0
USD_CAD,2019-08-05 16:00:00,2019-08-08 08:00:00,1.3186,1.32793,1.312242,True,trailing_stop,WIN,15,146.5787,1.4674,0.1,2.0,0.9472911385398959,0.007485029940135534,0.10559006211181067,0.0661,4.9824,0.0661,1.2487,0.0661,2.9096,1,0.0661,1.2487,False,False,False,False,original,,0.1,1.0,0.003179,1.39,True,newyork,0
GBP_AUD,2019-08-20 04:00:00,2019-08-22 04:00:00,1.78758,1.78928,1.775766,False,kijun_d1,WIN,11,11.0885,0.1439,3.9,2.0,0.2480694661587671,0.7152777777777622,0.025510204081684095,1.3035,1.4813,1.3035,1.3459,1.3035,1.4813,-1,1.3035,1.3459,False,False,True,False,original,,4.0,1.03,0.005907,0.86,False,tokyo,0
AUD_CAD,2019-09-05 08:00:00,2019-09-16 04:00:00,0.89894,0.90889,0.894258,True,trailing_stop,WIN,40,210.1585,2.1251,1.1,2.0,0.262642768947428,0.004552352048554561,0.03401360544217122,0.0171,6.5781,0.0171,1.73,0.0171,1.73,1,0.0171,1.73,False,False,False,False,original,,1.1,1.0,0.002341,1.0,False,london,0
USD_CAD,2019-10-07 12:00:00,2019-10-11 12:00:00,1.32951,1.324837,1.324837,False,stoploss,LOSS,23,-100.6419,-1.0,0.3,2.0,0.710291305594798,0.08060453400506187,0.2227074235807784,3.8087,2.1697,0.0642,0.9158,0.3167,1.3266,1,0.0642,0.9158,False,False,False,False,original,,0.3,1.0,0.002337,0.98,False,london,0
AUD_NZD,2019-10-15 20:00:00,2019-10-16 08:00:00,1.07216,1.07353,1.067721,False,kijun_d1,WIN,2,28.1587,0.3086,1.2,2.0,0.3686917154851125,0.8354898336413984,0.06280193236713162,1.7886,0.8786,1.7886,0.8786,1.7886,0.8786,1,,,False,False,False,False,original,,1.2,0.92,0.00222,0.98,False,newyork,0
USD_CHF,2019-10-29 16:00:00,2019-10-30 16:00:00,0.99367,0.990565,0.990565,False,stoploss,LOSS,5,-100.966,-1.0,0.3,2.0,0.27418683342609906,0.2673267326732619,0.037037037037143644,2.0609,0.5088,0.3929,0.5088,2.0609,0.5088,1,0.3929,0.5088,False,False,False,False,original,,0.2,1.0,0.001553,0.74,False,newyork,0
USD_CHF,2019-11-11 12:00:00,2019-11-13 08:00:00,0.99321,0.989797,0.989797,False,stoploss,LOSS,10,-100.293,-1.0,0.1,2.0,0.9828400646536929,0.784313725490187,0.16455696202527909,2.1918,1.8812,0.2051,0.8849,0.2051,1.8812,-1,0.2051,0.8849,False,False,True,False,original,,0.1,0.5,0.001706,0.97,False,london,0
CHF_JPY,2019-11-29 12:00:00,2019-12-02 04:00:00,109.445,109.659,109.157367,False,kijun_d1,WIN,3,71.6191,0.744,0.8,2.0,0.2617772289214711,0.5937499999999702,0.23423423423419157,0.5563,1.6062,0.5563,1.6062,0.5563,1.6062,-1,0.5563,1.6062,False,False,True,False,original,,0.8,1.14,0.143816,0.77,False,london,0
USD_JPY,2019-12-20 20:00:00,2019-12-30 04:00:00,109.428,109.156984,109.156984,False,stoploss,LOSS,24,-101.1069,-1.0,0.3,2.0,0.841434197511148,0.36831683168315743,0.0400000000001819,2.6714,1.8744,0.6346,0.797,0.6642,0.797,-1,0.6346,0.797,False,False,True,False,original,,0.3,1.5,0.135508,0.8,False,newyork,0
CAD_CHF,2020-01-06 08:00:00,2020-01-07 04:00:00,0.7471,0.74739,0.743368,False,kijun_d1,WIN,4,4.8234,0.0777,1.1,2.0,0.14636825196865463,0.4472049689441098,0.13846153846158313,0.5413,0.3805,0.4823,0.3805,0.5413,0.3805,1,0.4823,0.3805,False,False,False,False,original,,1.5,1.0,0.001866,1.08,False,london,0
GBP_USD,2020-01-24 08:00:00,2020-01-27 04:00:00,1.30929,1.30674,1.303008,False,kijun_d1,LOSS,4,-42.0249,-0.4059,0.9,2.0,0.0031866310683237534,0.4423791821561478,0.08630609896430588,1.1621,0.5476,1.1621,0.5476,1.1621,0.5476,1,1.1621,0.5476,False,False,False,False,original,,0.9,1.0,0.003141,0.93,False,london,1
GBP_NZD,2020-01-24 08:00:00,2020-02-03 08:00:00,1.9795,2.03384,1.968531,True,trailing_stop,WIN,35,491.7271,4.9537,4.0,2.0,0.12379751394049988,0.1493836113125582,0.1302027748132353,0.6673,11.5885,0.6673,0.4157,0.6673,3.1378,-1,0.6673,0.4157,False,False,True,False,original,,4.4,1.0,0.005485,0.91,False,london,1
GBP_CHF,2020-02-03 04:00:00,2020-02-03 12:00:00,1.26787,1.261039,1.261039,False,stoploss,LOSS,1,-101.7567,-1.0,1.2,2.0,0.3515410538143417,0.5615577889447226,0.1730769230770011,2.9191,0.5475,2.9191,0.5475,2.9191,0.5475,-1,,,False,True,True,False,original,,1.1,1.0,0.003415,1.0,False,tokyo,0
CHF_JPY,2020-02-06 08:00:00,2020-02-07 16:00:00,112.704,112.34023,112.34023,False,stoploss,LOSS,7,-102.1992,-1.0,0.8,2.0,0.288156207507269,0.35857461024499343,0.09489051094883924,2.3971,0.8302,0.2584,0.8027,1.2041,0.8302,1,0.2584,0.8027,False,False,False,False,original,,0.7,1.0,0.181885,0.83,False,london,0
CHF_JPY,2020-02-25 04:00:00,2020-02-26 04:00:00,113.106,112.928,112.450123,False,kijun_d1,LOSS,5,-28.2065,-0.2714,0.7,2.0,0.18104528191830896,0.16874480465503114,0.05000000000000592,1.3143,0.3781,1.2472,0.3781,1.3143,0.3781,-1,1.2472,0.3781,True,True,True,False,original,,0.9,1.12,0.327939,1.74,False,tokyo,0
AUD_USD,2020-03-10 12:00:00,2020-03-11 04:00:00,0.65409,0.65047,0.643548,False,kijun_d1,LOSS,3,-35.8571,-0.3434,1.6,2.0,0.5133204980826586,0.7360515021459236,0.11507936507932749,1.5064,0.0683,1.5064,0.0683,1.5064,0.0683,-1,1.5064,0.0683,True,True,True,False,original,,1.6,4.0,0.005271,2.56,False,london,0
NZD_CAD,2020-03-13 04:00:00,2020-03-13 20:00:00,0.85131,0.838775,0.838775,False,stoploss,LOSS,3,-101.6753,-1.0,2.1,2.0,0.2226796287507173,0.37004830917874504,0.14285714285711523,2.6183,0.3797,1.9035,0.3797,2.6183,0.3797,-1,1.9035,0.3797,True,True,True,False,original,,2.0,1.0,0.006267,1.79,True,tokyo,0
EUR_CHF,2020-03-27 08:00:00,2020-03-30 04:00:00,1.0602,1.05841,1.054342,False,kijun_d1,LOSS,4,-30.8993,-0.3056,0.2,2.0,0.14569482319100482,0.27470355731224994,0.09090909090921795,1.3111,0.0751,1.3111,0.0751,1.3111,0.0751,-1,1.3111,0.0751,True,True,True,False,original,,0.3,1.0,0.002929,0.93,False,london,0
NZD_USD,2020-03-31 08:00:00,2020-04-02 04:00:00,0.59728,0.593,0.585029,False,kijun_d1,LOSS,10,-35.0991,-0.3494,0.2,2.0,0.3732573300143301,0.3781407035175841,0.023178807947024493,1.5346,0.1469,1.0399,0.1469,1.5346,0.1469,-1,1.0399,0.1469,True,True,True,False,original,,0.2,1.0,0.006126,0.96,False,london,0
GBP_USD,2020-04-02 16:00:00,2020-04-03 16:00:00,1.2365,1.220752,1.220752,False,stoploss,LOSS,5,-100.5715,-1.0,0.9,2.0,0.2719566736519115,0.3979686057248456,0.26331360946741167,2.0333,0.682,0.1956,0.682,2.0333,0.682,1,0.1956,0.682,False,False,False,False,original,,0.9,1.0,0.007874,0.68,False,newyork,0
CHF_JPY,2020-04-10 20:00:00,2020-04-13 16:00:00,112.187,111.441295,111.441295,False,stoploss,LOSS,4,-101.2069,-1.0,0.9,2.0,0.4038911168600971,0.6787499999999983,0.04225352112676338,2.674,0.4291,1.2606,0.4291,2.674,0.4291,-1,1.2606,0.4291,True,True,True,False,original,,1.6,2.67,0.372853,0.61,False,newyork,0
CAD_JPY,2020-05-12 20:00:00,2020-05-13 08:00:00,76.07,76.268,75.47002,False,kijun_d1,WIN,2,30.8344,0.33,1.3,2.0,0.3762563667741064,0.6464646464646461,0.02645502645507658,0.1333,0.7867,0.1333,0.7867,0.1333,0.7867,1,,,False,False,False,False,original,,1.8,1.12,0.29999,0.97,False,newyork,0
EUR_CHF,2020-05-20 08:00:00,2020-05-22 12:00:00,1.05868,1.05959,1.054597,True,trailing_stop,WIN,12,21.7976,0.2229,0.2,2.0,0.6404252504694933,0.2909647779479379,0.05988023952094933,0.4604,3.13,0.4604,1.4107,0.4604,1.4107,1,0.4604,1.4107,False,False,False,False,original,,0.9,3.0,0.002042,1.44,True,london,0
CAD_CHF,2020-05-21 16:00:00,2020-05-28 20:00:00,0.69476,0.70057,0.690367,True,trailing_stop,WIN,30,128.8386,1.3225,1.5,2.0,0.28377803771597976,0.10161662817551999,0.09154929577462366,1.5251,5.3903,0.56,0.8058,1.5251,0.8058,1,0.56,0.8058,False,False,False,False,original,,1.8,1.06,0.002197,0.96,False,newyork,0
AUD_CAD,2020-05-28 20:00:00,2020-06-03 12:00:00,0.91316,0.93172,0.907078,True,trailing_stop,WIN,21,302.8542,3.0516,1.4,2.0,0.6145683972834487,0.3686131386861364,0.11173184357540929,0.855,9.3586,0.855,1.3416,0.855,1.9335,1,0.855,1.3416,False,False,False,False,original,,1.5,1.0,0.003041,0.96,True,newyork,0
AUD_CHF,2020-06-17 20:00:00,2020-06-25 04:00:00,0.65294,0.65098,0.643792,False,kijun_d1,LOSS,31,-24.159,-0.2143,2.5,2.0,0.675840678090898,0.4288179465056113,0.2151898734177073,1.1916,1.1981,0.9357,0.4329,0.9357,0.4329,-1,0.9357,0.4329,False,False,True,False,original,,1.2,0.96,0.004574,1.21,True,newyork,0
EUR_JPY,2020-07-01 04:00:00,2020-07-02 04:00:00,120.768,120.921,120.043655,False,kijun_d1,WIN,5,19.1898,0.2112,1.4,2.0,0.3628571233678037,0.7787081339712888,0.21978021978017345,1.422,1.0189,1.422,1.0189,1.422,1.0189,-1,1.422,1.0189,False,False,True,False,original,,1.4,1.0,0.362172,0.75,True,tokyo,0
NZD_CHF,2020-07-07 08:00:00,2020-07-09 04:00:00,0.61575,0.6162,0.611552,False,kijun_d1,WIN,10,2.3823,0.1072,3.5,2.0,0.898175225436198,0.6763990267640001,0.2540983606557646,0.4622,1.6057,0.0286,1.6057,0.2573,1.6057,1,0.0286,1.6057,False,False,False,False,original,,2.6,0.9,0.002099,0.79,True,london,0
AUD_NZD,2020-07-20 08:00:00,2020-07-23 08:00:00,1.06558,1.07076,1.062165,True,trailing_stop,WIN,17,146.6967,1.5167,1.7,2.0,0.18779038147229507,0.5327868852459344,0.09523809523819594,0.0117,5.7039,0.0117,1.1595,0.0117,3.5957,1,0.0117,1.1595,False,False,False,False,original,,1.5,0.75,0.001708,0.83,False,london,0
EUR_CHF,2020-07-20 12:00:00,2020-07-22 20:00:00,1.07241,1.0759,1.067872,True,trailing_stop,WIN,13,74.9163,0.769,0.9,2.0,0.5326581345510123,0.03248259860789508,0.061224489795872125,0.1851,3.1024,0.1851,1.516,0.1851,1.516,1,0.1851,1.516,False,False,False,False,original,,0.2,0.67,0.002269,1.35,False,london,0
CAD_CHF,2020-08-14 08:00:00,2020-08-17 04:00:00,0.68699,0.68581,0.683548,False,kijun_d1,LOSS,4,-38.0581,-0.3428,1.3,2.0,0.08071808716390243,0.40361445783132893,0.18750000000002168,1.2318,0.8367,1.104,0.8367,1.2318,0.8367,-1,1.104,0.8367,False,True,True,False,original,,1.4,1.0,0.001721,0.85,False,london,0
USD_JPY,2020-09-07 04:00:00,2020-09-09 04:00:00,106.244,105.981,105.806813,False,kijun_d1,LOSS,11,-60.8436,-0.6016,0.3,2.0,0.8944592476516648,0.39955357142855025,0.1864406779660364,1.9122,0.6267,0.5215,0.3568,0.5215,0.3568,-1,0.5215,0.3568,False,False,True,False,original,,0.3,1.0,0.218593,0.88,False,tokyo,0
NZD_JPY,2020-09-11 12:00:00,2020-09-17 04:00:00,70.781,70.208988,70.208988,False,stoploss,LOSS,21,-103.6712,-1.0,2.1,2.0,0.30776756688078566,0.16806722689074308,0.12195121951222386,2.1014,1.4965,0.986,0.8951,0.986,0.986,-1,0.986,0.8951,False,False,True,False,original,,1.5,1.5,0.286006,1.07,False,london,0
AUD_JPY,2020-09-14 08:00:00,2020-09-16 04:00:00,77.081,76.872,76.53939,False,kijun_d1,LOSS,10,-38.9579,-0.3859,0.2,2.0,0.4028103739116081,0.5245641838351869,0.2684563758389665,1.2924,1.562,0.4727,0.2806,1.0967,1.5325,-1,0.4727,0.2806,False,False,True,False,original,,0.9,1.12,0.270805,0.97,True,london,0
AUD_USD,2020-09-15 00:00:00,2020-09-16 04:00:00,0.72719,0.72967,0.722514,True,trailing_stop,WIN,6,52.6116,0.5304,0.2,2.0,0.3936000666819526,0.6040609137055766,0.1731843575419109,0.2267,3.0027,0.2267,2.8102,0.2267,3.0027,1,0.2267,2.8102,False,False,False,False,original,,0.2,1.0,0.002338,0.87,True,tokyo,0
CAD_CHF,2020-09-28 08:00:00,2020-09-29 04:00:00,0.69198,0.69115,0.688644,False,kijun_d1,LOSS,4,-28.7758,-0.2488,1.3,2.0,0.045973075452637555,0.5267489711934304,0.1538461538461479,0.9712,1.6846,0.8753,1.6846,0.9712,1.6846,1,0.8753,1.6846,False,False,False,False,original,,1.3,1.0,0.001668,0.95,True,london,1
EUR_CHF,2020-09-28 08:00:00,2020-09-29 04:00:00,1.07905,1.07888,1.075665,False,kijun_d1,LOSS,4,-5.6127,-0.0502,0.2,2.0,0.08781274198332913,0.4139072847682,0.1732283464567645,0.9985,2.3219,0.9985,2.3219,0.9985,2.3219,1,0.9985,2.3219,False,False,False,False,original,,0.3,1.5,0.001693,0.98,False,london,1
EUR_NZD,2020-09-29 08:00:00,2020-10-01 04:00:00,1.77488,1.77037,1.764868,False,kijun_d1,LOSS,10,-45.3445,-0.4504,0.3,2.0,0.0036125441487464415,0.6600331674958414,0.007389162561570158,1.3903,1.7778,0.2857,1.5161,0.2857,1.7778,1,0.2857,1.5161,False,False,False,False,original,,1.3,0.81,0.005006,0.96,False,london,0
GBP_CHF,2020-10-12 08:00:00,2020-10-14 04:00:00,1.18526,1.18378,1.178158,False,kijun_d1,LOSS,10,-21.9658,-0.2084,0.8,2.0,0.027603100938025888,0.8517279821627612,0.011904761904751416,0.9518,1.3602,0.1633,1.1884,0.1633,1.1884,1,0.1633,1.1884,False,False,False,False,original,,0.7,1.56,0.003551,0.87,False,london,0
EUR_AUD,2020-10-30 08:00:00,2020-11-03 04:00:00,1.65746,1.65002,1.646622,False,kijun_d1,LOSS,10,-69.9418,-0.6865,1.4,2.0,0.28480645198382104,0.20604914933836366,0.10266159695816687,1.8473,1.1958,0.8581,0.9024,0.8581,1.1958,-1,0.8581,0.9024,False,False,True,False,original,,1.4,1.4,0.005419,1.15,True,london,0
USD_CAD,2020-11-02 12:00:00,2020-11-03 04:00:00,1.32672,1.32118,1.318764,False,kijun_d1,LOSS,3,-70.0091,-0.6963,0.3,2.0,0.925693624049815,0.6618075801749383,0.2307692307692513,1.4153,0.2966,1.4153,0.2966,1.4153,0.2966,-1,1.4153,0.2966,True,True,True,False,original,,0.3,1.0,0.003978,1.39,False,london,0
USD_CHF,2020-11-03 08:00:00,2020-11-04 00:00:00,0.9155,0.911642,0.911642,False,stoploss,LOSS,3,-101.296,-1.0,0.5,2.0,0.43092750653612927,0.5719696969696855,0.049999999999982656,3.4317,0.3577,1.9854,0.3577,3.4317,0.3577,-1,1.9854,0.3577,True,True,True,False,original,,0.1,0.5,0.001929,1.02,False,london,0
CAD_CHF,2020-11-05 00:00:00,2020-11-09 00:00:00,0.69245,0.687314,0.687314,False,stoploss,LOSS,11,-102.7257,-1.0,1.4,2.0,0.847183314522904,0.655027932960895,0.09740259740258757,2.0559,1.4835,0.6191,0.6892,0.7398,1.4835,1,0.6191,0.6892,False,False,False,False,original,,1.2,0.86,0.002568,1.54,False,tokyo,1
CAD_JPY,2020-11-05 00:00:00,2020-11-09 04:00:00,79.234,79.39,78.533694,False,kijun_d1,WIN,12,21.9904,0.2228,0.2,2.0,0.35102894041725946,0.6382978723404243,0.2087378640776977,0.7968,1.3337,0.1428,1.3337,0.1942,1.3337,1,0.1428,1.3337,False,False,False,False,original,,0.2,0.5,0.350153,1.72,False,tokyo,1
AUD_CHF,2020-11-09 08:00:00,2020-11-12 12:00:00,0.65435,0.66473,0.64884,True,trailing_stop,WIN,18,186.563,1.8838,1.0,2.0,0.740386279908129,0.21198830409357425,0.04716981132074681,0.0399,5.6985,0.0399,4.3919,0.0399,4.9,1,0.0399,4.3919,False,False,False,False,original,,1.0,0.91,0.002755,1.23,False,london,0
CAD_JPY,2020-11-27 16:00:00,2020-12-01 00:00:00,80.098,80.211,79.751965,True,trailing_stop,WIN,7,32.3666,0.3266,0.1,2.0,0.6495349220626053,0.0513698630137003,0.14545454545448439,1.2542,3.1731,1.2542,0.9016,1.2542,3.1731,1,1.2542,0.9016,False,False,False,False,original,,0.1,0.33,0.173018,0.63,False,newyork,0
CAD_CHF,2020-12-08 12:00:00,2020-12-09 04:00:00,0.69446,0.69357,0.690938,False,kijun_d1,LOSS,3,-28.1123,-0.2527,1.0,2.0,0.013143019325211058,0.4864253393665148,0.15384615384619138,1.0734,0.4543,1.0734,0.4543,1.0734,0.4543,-1,1.0734,0.4543,True,True,True,False,original,,1.0,0.91,0.001761,0.97,True,london,0
GBP_USD,2020-12-22 00:00:00,2020-12-23 04:00:00,1.34092,1.33876,1.325948,False,kijun_d1,LOSS,6,-15.0283,-0.1443,0.9,2.0,0.5532459510521283,0.8781350482315121,0.23293172690756248,1.4067,0.5758,0.6466,0.5758,1.4067,0.5758,-1,0.6466,0.5758,False,True,True,False,original,,0.9,1.0,0.007486,1.3,True,tokyo,0
NZD_CAD,2020-12-22 08:00:00,2021-01-04 00:00:00,0.90744,0.9146,0.901482,True,trailing_stop,WIN,39,119.1774,1.2018,0.6,2.0,0.8545806148045918,0.9093298291721316,0.02469135802468163,0.0806,4.9887,0.0806,1.4671,0.0806,1.6987,1,0.0806,1.4671,False,False,False,False,original,,0.6,1.0,0.002979,1.23,True,london,0
GBP_JPY,2020-12-29 16:00:00,2021-01-04 16:00:00,139.688,140.381,138.665526,True,trailing_stop,WIN,17,67.679,0.6778,0.1,2.0,0.41115856372900705,0.08029197080291384,0.23948220064719888,0.1271,3.1668,0.1271,0.6787,0.1271,1.7976,1,0.1271,0.6787,False,False,False,False,original,,2.4,1.0,0.511237,0.9,True,newyork,0
CAD_CHF,2021-01-11 12:00:00,2021-01-15 12:00:00,0.69464,0.69909,0.690441,True,trailing_stop,WIN,23,103.5868,1.0597,1.0,2.0,0.9081908234365953,0.5046728971962534,0.0629370629370852,0.2238,4.0625,0.2238,1.1192,0.2238,1.9479,1,0.2238,1.1192,False,False,False,False,original,,1.0,0.91,0.0021,1.09,False,london,0
USD_CHF,2021-01-12 20:00:00,2021-01-19 16:00:00,0.88615,0.8874,0.881307,True,trailing_stop,WIN,28,24.7781,0.2581,0.5,2.0,0.7884236714710171,0.7506666666666636,0.11320754716973228,0.4956,2.6554,0.4956,0.892,0.4956,1.1563,-1,0.4956,0.892,False,False,True,False,original,,0.5,1.0,0.002421,1.07,False,newyork,0
USD_CHF,2021-01-20 20:00:00,2021-01-21 12:00:00,0.88929,0.885262,0.885262,False,stoploss,LOSS,3,-101.2414,-1.0,0.5,2.0,0.7331985309950472,0.33904761904762126,0.10169491525415436,2.0757,0.3377,1.4947,0.3377,2.0757,0.3377,-1,1.4947,0.3377,True,True,True,False,original,,0.5,1.0,0.002014,0.89,False,newyork,0
NZD_CAD,2021-01-27 20:00:00,2021-02-02 20:00:00,0.91593,0.91616,0.911507,True,trailing_stop,WIN,23,2.7129,0.052,1.1,2.0,0.570556904796156,0.42526315789473856,0.0,0.9314,2.6044,0.6873,0.4476,0.8817,2.0844,-1,0.6873,0.4476,False,False,True,False,original,,1.0,1.54,0.002212,0.9,True,newyork,0
NZD_JPY,2021-01-28 20:00:00,2021-02-02 00:00:00,74.711,75.089,74.165735,True,trailing_stop,WIN,12,69.1407,0.6932,0.1,2.0,0.5935389112961555,0.07776049766720267,0.1553398058252233,0.2421,3.4332,0.2421,1.6139,0.2421,3.4332,1,0.2421,1.6139,False,False,False,False,original,,0.4,2.0,0.272632,1.15,False,newyork,0
EUR_JPY,2021-02-02 08:00:00,2021-02-05 04:00:00,126.609,126.252,126.096926,False,kijun_d1,LOSS,16,-72.4505,-0.6972,1.4,2.0,0.34550586800897387,0.011419249592177827,0.24571428571432608,1.9958,0.0781,1.3397,0.0781,1.5076,0.0781,-1,1.3397,0.0781,True,True,True,False,original,,0.1,0.07,0.256037,1.03,False,london,1
NZD_CAD,2021-02-02 08:00:00,2021-02-05 12:00:00,0.91839,0.914015,0.914015,False,stoploss,LOSS,18,-101.5999,-1.0,0.7,2.0,0.7830051867540916,0.7852941176470573,0.05555555555555213,2.2215,2.4089,1.2433,0.6902,1.2433,2.0387,1,1.2433,0.6902,False,False,False,False,original,,0.7,1.0,0.002188,0.93,False,london,1
NZD_USD,2021-02-10 08:00:00,2021-02-16 16:00:00,0.72073,0.72147,0.715839,True,trailing_stop,WIN,25,14.7213,0.1513,0.2,2.0,0.5205327136812052,0.633838383838375,0.03252032520325374,1.3004,2.4903,0.323,1.1327,0.323,1.1327,1,0.323,1.1327,False,False,False,False,original,,0.2,1.0,0.002445,0.94,True,london,0
AUD_CAD,2021-02-15 12:00:00,2021-02-24 00:00:00,0.98311,0.99557,0.979512,True,trailing_stop,WIN,38,345.7286,3.4628,0.2,2.0,0.8228272016123933,0.518018018018061,0.021052631578968282,0.5392,8.8211,0.5169,0.7448,0.5169,1.234,1,0.5169,0.7448,False,False,False,False,original,,0.3,0.21,0.001799,0.79,False,london,0
AUD_CAD,2021-02-16 12:00:00,2021-02-24 00:00:00,0.98344,0.99557,0.9797,True,trailing_stop,WIN,32,323.755,3.2429,0.2,2.0,0.45512368150759147,0.0708661417322798,0.0673076923077036,0.6951,8.3091,0.5561,1.4544,0.6951,1.588,1,0.5561,1.4544,False,False,False,False,original,,0.2,0.14,0.00187,0.82,False,london,0
EUR_CHF,2021-02-16 20:00:00,2021-02-25 20:00:00,1.0797,1.10492,1.077585,True,trailing_stop,WIN,41,1188.46,11.9272,0.9,2.0,0.08478344773920099,0.21086261980833504,0.17977528089883996,0.2648,28.4322,0.1703,1.3526,0.2648,2.6105,1,0.1703,1.3526,False,False,False,False,original,,0.9,1.0,0.001057,0.87,False,newyork,0
GBP_NZD,2021-03-02 20:00:00,2021-03-03 08:00:00,1.91505,1.91496,1.900028,False,kijun_d1,LOSS,2,-4.194,-0.006,5.4,2.0,0.1544697990251028,0.20332996972754735,0.12500000000005781,0.5499,0.1797,0.5499,0.1797,0.5499,0.1797,-1,,,False,False,True,False,original,,4.6,1.02,0.007511,1.4,False,newyork,0
GBP_NZD,2021-03-22 08:00:00,2021-03-29 20:00:00,1.93305,1.96439,1.922524,True,trailing_stop,WIN,32,293.7581,2.9775,4.2,2.0,0.9240595665349024,0.17629846378932046,0.02864583333334869,1.4004,9.3049,1.4004,0.8589,1.4004,5.1132,-1,1.4004,0.8589,False,False,True,False,original,,5.6,1.04,0.005263,0.81,False,london,0
EUR_AUD,2021-03-26 00:00:00,2021-03-29 04:00:00,1.54914,1.54521,1.539776,False,kijun_d1,LOSS,6,-42.6104,-0.4197,0.6,2.0,0.4499720543078529,0.14606741573033147,0.030303030303028264,1.5848,0.0513,0.9526,0.0513,1.5848,0.0513,-1,0.9526,0.0513,False,True,True,False,original,,0.7,0.78,0.004682,0.97,False,tokyo,0
AUD_CHF,2021-04-02 08:00:00,2021-04-07 04:00:00,0.71628,0.71418,0.711584,False,kijun_d1,LOSS,16,-47.9097,-0.4472,1.5,2.0,0.7771590745896645,0.7920133111480896,0.008333333333295554,1.7546,1.1711,0.8517,0.8475,0.8517,1.0689,1,0.8517,0.8475,False,False,False,False,original,,1.2,1.09,0.002348,0.94,True,london,1
AUD_JPY,2021-04-02 08:00:00,2021-04-08 04:00:00,84.033,83.565,83.445825,False,kijun_d1,LOSS,22,-80.0443,-0.797,0.2,2.0,0.6481781152561366,0.942857142857141,0.00961538461536228,1.8529,1.4612,0.0409,1.1172,0.0409,1.1172,1,0.0409,1.1172,False,False,False,False,original,,0.2,0.5,0.293587,0.95,True,london,1
NZD_CHF,2021-04-05 16:00:00,2021-04-06 04:00:00,0.66125,0.66175,0.656638,False,kijun_d1,WIN,2,10.1916,0.1084,0.3,2.0,0.003494294225025742,0.5966981132075412,0.2222222222222222,0.8197,0.3383,0.8197,0.3383,0.8197,0.3383,-1,,,False,False,True,False,original,,0.4,1.0,0.002306,1.0,True,newyork,1
AUD_JPY,2021-04-19 00:00:00,2021-04-20 20:00:00,83.851,83.613,83.378746,True,trailing_stop,LOSS,10,-50.6083,-0.504,0.1,2.0,0.3970456377162858,0.19063545150501973,0.20765027322403395,1.4441,3.6633,0.432,1.2409,0.432,1.2536,1,0.432,1.2409,False,False,False,False,original,,0.1,1.0,0.236127,0.86,False,tokyo,0
AUD_JPY,2021-04-19 16:00:00,2021-04-20 20:00:00,83.823,83.613,83.324404,True,trailing_stop,LOSS,6,-42.3188,-0.4212,0.1,2.0,0.3970456377162858,0.19063545150501973,0.2580645161289842,1.2555,3.5821,0.0321,2.15,1.2555,3.5821,1,0.0321,2.15,False,False,False,False,original,,0.1,1.0,0.249298,0.92,False,newyork,1
GBP_CAD,2021-04-22 08:00:00,2021-04-22 16:00:00,1.73819,1.727936,1.727936,False,stoploss,LOSS,1,-100.0975,-1.0,0.1,2.0,0.28406851909822944,0.1940567312021542,0.15384615384611006,2.0695,0.3511,2.0695,0.3511,2.0695,0.3511,-1,,,False,True,True,False,original,,0.1,0.5,0.005127,1.2,False,london,0
GBP_USD,2021-04-28 00:00:00,2021-04-30 12:00:00,1.38878,1.39072,1.382165,True,trailing_stop,WIN,14,27.9652,0.2933,0.9,2.0,0.8017487097438875,0.7960122699386447,0.025974025973909878,0.8072,2.6877,0.8072,0.2812,0.8072,2.4519,-1,0.8072,0.2812,False,False,True,False,original,,0.9,1.5,0.003308,0.94,False,tokyo,0
