fold,trade_id,entry_time,pair,p_admit,admitted,final_r_at_selected_sl,selected_sl_atr_mult,mode
5,676,2025-03-26 20:00:00,EUR_AUD,0.3730912082187534,0,3.671576276,3.0,E
5,677,2025-03-31 20:00:00,AUD_JPY,0.25825980561258055,0,-1.0,3.0,E
5,678,2025-03-31 20:00:00,EUR_GBP,0.19434236834739174,0,-1.0,3.0,E
5,679,2025-04-01 08:00:00,AUD_CHF,0.14331215076177392,0,-1.0,3.0,E
5,680,2025-04-01 20:00:00,NZD_JPY,0.32157183428273106,0,-1.0,3.0,E
5,681,2025-04-02 16:00:00,AUD_CAD,0.3146838254349162,0,-1.0,3.0,E
5,682,2025-04-03 04:00:00,NZD_USD,0.17656347931640742,0,-1.0,3.0,E
5,683,2025-04-03 20:00:00,CAD_CHF,0.24928373812266835,0,-1.0,3.0,E
5,684,2025-04-04 00:00:00,EUR_CHF,0.35490503763790904,0,-1.0,3.0,E
5,685,2025-04-04 04:00:00,CAD_JPY,0.4072631991065107,0,-1.0,3.0,E
5,686,2025-04-07 04:00:00,GBP_USD,0.3066454726177975,0,-1.0,3.0,E
5,687,2025-04-10 00:00:00,CAD_JPY,0.30446155604779035,0,-1.0,3.0,E
5,688,2025-04-10 12:00:00,GBP_NZD,0.4300708754432928,0,-0.45494919186666666,3.0,E
5,689,2025-04-10 16:00:00,GBP_USD,0.41143137675694263,0,3.425154676,3.0,E
5,690,2025-04-23 12:00:00,EUR_NZD,0.28509047853441694,0,-1.0,3.0,E
5,691,2025-04-23 20:00:00,GBP_AUD,0.23948635034315033,0,-1.0,3.0,E
5,692,2025-04-25 08:00:00,EUR_GBP,0.13903536156875648,0,-1.0,3.0,E
5,693,2025-05-01 12:00:00,EUR_USD,0.26742319860219177,0,-1.0,3.0,E
5,694,2025-05-02 12:00:00,EUR_GBP,0.2081548434487421,0,-1.0,3.0,E
5,695,2025-05-05 16:00:00,EUR_CAD,0.3009367244154237,0,-1.0,3.0,E
5,696,2025-05-06 20:00:00,EUR_JPY,0.3671097781981627,0,4.921994231333333,3.0,E
5,697,2025-05-08 00:00:00,USD_CHF,0.2861417128794731,0,-1.0,3.0,E
5,698,2025-05-09 08:00:00,NZD_USD,0.17173522758266432,0,2.0519456006666665,3.0,E
5,699,2025-05-13 00:00:00,AUD_USD,0.21725734316318399,0,1.766853674,3.0,E
5,700,2025-05-16 08:00:00,NZD_JPY,0.25410410455025395,0,-1.0,3.0,E
5,701,2025-05-21 12:00:00,CAD_CHF,0.14045191366117413,0,-1.0,3.0,E
5,702,2025-05-22 20:00:00,NZD_CHF,0.0875858536857736,0,-1.0,3.0,E
6,703,2025-05-23 04:00:00,AUD_CAD,0.2797145637967465,0,-1.0,3.0,D1
6,704,2025-05-23 04:00:00,NZD_CAD,0.21439018965512624,0,0.014474507266666667,3.0,D1
6,705,2025-05-23 20:00:00,CAD_JPY,0.3620191716740302,0,3.6582651959999994,3.0,D1
6,706,2025-05-26 12:00:00,USD_JPY,0.20946773493983487,0,2.784874620666667,3.0,D1
6,707,2025-05-29 12:00:00,EUR_CAD,0.3245676527205555,0,3.0525210806666667,3.0,D1
