fold,date,n_trades,equity_start_of_day,intraday_peak,intraday_trough,intraday_running_peak_to_trough_dd_pct,day_start_to_low_dd_pct,day_dd_pct,net_day_pnl_dollars,trade_ids_in_day
2,2021-10-27,1,16359.54657,16359.54657,16021.74572,2.064854612,2.064854612,2.064854612,-337.8008519,471
2,2021-07-08,1,10000,10000,9795.275425,2.047245746,2.047245746,2.047245746,-204.7245746,342
2,2021-11-08,1,16209.25388,16209.25388,15878.84134,2.038419166,2.038419166,2.038419166,-330.4125377,490
2,2021-12-14,1,17329.69948,17329.69948,16976.77957,2.036503358,2.036503358,2.036503358,-352.9199118,544
2,2022-03-23,1,25656.17331,25656.17331,25133.7879,2.036100278,2.036100278,2.036100278,-522.3854161,651
2,2021-12-06,1,16959.69687,16959.69687,16615.12851,2.031689366,2.031689366,2.031689366,-344.5683578,533
2,2021-08-10,1,10829.64402,10829.64402,10611.00699,2.018875526,2.018875526,2.018875526,-218.6370327,374
2,2022-02-24,1,23085.61632,23085.61632,22619.89784,2.017353458,2.017353458,2.017353458,-465.7184792,605
2,2022-03-18,1,26183.36413,26183.36413,25656.17331,2.013457168,2.013457168,2.013457168,-527.190822,644
2,2022-03-02,1,22619.89784,22619.89784,22165.8534,2.007278934,2.007278934,2.007278934,-454.0444443,624
2,2022-02-04,2,21088.43599,21396.03703,21088.43599,0.03154205914,0,0.03154205914,300.8522837,"589,590"
2,2021-08-24,1,11457.31555,11504.77188,11457.31555,0,0,0,47.45633569,415
2,2021-08-17,1,10938.0596,11457.31555,10938.0596,0,0,0,519.2559419,402
2,2021-08-13,1,10611.00699,10938.0596,10611.00699,0,0,0,327.0526153,391
2,2021-07-29,1,10451.01234,10829.64402,10451.01234,0,0,0,378.6316851,375
2,2021-07-21,1,9967.871585,10451.01234,9967.871585,0,0,0,483.1407521,363
2,2021-07-15,1,9929.144044,9967.871585,9929.144044,0,0,0,38.72754045,351
2,2021-07-13,1,9795.275425,9929.144044,9795.275425,0,0,0,133.8686189,350
2,2021-08-26,1,11504.77188,11916.07091,11504.77188,0,0,0,411.2990299,412
2,2021-10-21,1,15654.6123,16359.54657,15654.6123,0,0,0,704.9342767,460
2,2021-09-28,1,14871.23927,15543.65928,14871.23927,0,0,0,672.4200122,444
2,2021-10-06,1,15543.65928,15654.6123,15543.65928,0,0,0,110.9530193,452
2,2021-08-27,1,11916.07091,12280.84821,11916.07091,0,0,0,364.7772973,411
2,2021-08-31,1,12280.84821,12538.8221,12280.84821,0,0,0,257.9738935,417
2,2021-09-07,1,12538.8221,13681.26031,12538.8221,0,0,0,1142.438204,410
2,2021-09-08,1,13681.26031,14803.31589,13681.26031,0,0,0,1122.055582,408
2,2021-12-09,3,16615.12851,17329.69948,16615.12851,0,0,0,714.5709675,"534,537,538"
2,2021-11-29,1,15878.84134,16959.69687,15878.84134,0,0,0,1080.855528,514
2,2021-11-03,1,16021.74572,16125.60636,16021.74572,0,0,0,103.8606377,481
2,2021-11-04,1,16125.60636,16209.25388,16125.60636,0,0,0,83.64751863,486
2,2021-09-24,1,14803.31589,14871.23927,14803.31589,0,0,0,67.92337664,442
2,2021-12-16,3,16976.77957,18320.30838,16976.77957,0,0,0,1343.528815,"541,535,545"
2,2022-01-07,1,18956.16652,19793.08203,18956.16652,0,0,0,836.9155055,532
2,2021-12-27,1,18320.30838,18956.16652,18320.30838,0,0,0,635.8581382,550
2,2022-02-11,1,22300.71792,22719.33499,22300.71792,0,0,0,418.6170636,601
2,2022-02-10,1,21389.28827,22300.71792,21389.28827,0,0,0,911.4296492,592
2,2022-02-03,2,20009.99877,21088.43599,20009.99877,0,0,0,1078.437225,"588,586"
2,2022-01-13,1,19793.08203,20009.99877,19793.08203,0,0,0,216.9167411,569
2,2022-03-10,1,22165.8534,22421.45272,22165.8534,0,0,0,255.5993211,633
2,2022-02-22,1,22719.33499,23085.61632,22719.33499,0,0,0,366.2813365,609
2,2022-03-15,3,22421.45272,26183.36413,22421.45272,0,0,0,3761.911413,"632,634,639"
